8월확진자수,196,363,700,682,762,1119,1115,517,188
8월사망자수,0,0,0,0,1,0,1,7,14
9월확진자수,115,134,393,370,424,723,814,442,185
9월사망자수,0,0,0,0,0,3,2,39,45
10월확진자수,89,114,354,363,373,434,395,199,173
10월사망자수,0,0,0,0,0,2,9,15,22
